huc12_id,year,incrunoff_mm/mo,incbsflow_mm/mo,soilmstfr_frac
070300010905,2010,29.572249334,29.178944041,0.31404393
070300010905,2011,25.154367322,23.857253874,0.315072699
070300010905,2012,15.84170848,15.565414636,0.278331823
070300010905,2013,22.068373585,20.398450101,0.315002483
070300010905,2014,33.280582395,31.8121611,0.347544507
070300010905,2015,35.404021278,34.347687721,0.34345914
070300010905,2016,26.692371273,26.369104741,0.331367811
070300010905,2017,29.554557808,28.977224408,0.314450251
070300010905,2018,25.538450449,24.86375234,0.307213271
070300010905,2019,30.610437507,29.748100201,0.332321693
070300010906,2010,28.784335427,28.00648639,0.261595063
070300010906,2011,28.581912129,26.816142581,0.250800929
070300010906,2012,14.594663829,13.888503117,0.233353844
070300010906,2013,19.459086592,18.372399381,0.265946826
070300010906,2014,29.484434178,28.076741156,0.277468391
070300010906,2015,32.559308041,30.629102432,0.274291437
070300010906,2016,25.67703336,25.012350343,0.266437371
070300010906,2017,28.991312776,27.866856169,0.259613596
070300010906,2018,28.206693013,26.845744207,0.259241337
070300010906,2019,31.07768325,30.031353236,0.267930417
070300011201,2010,21.758513976,4.883533504,0.53553104
070300011201,2011,16.820447435,6.116499213,0.519123886
070300011201,2012,5.570829431,1.808831137,0.421742533
070300011201,2013,11.111127381,4.693383722,0.509693074
070300011201,2014,26.528059526,8.666930291,0.569025047
070300011201,2015,28.518091496,6.796486523,0.508075144
070300011201,2016,32.720702134,9.276119536,0.538108478
070300011201,2017,33.337643588,8.817681811,0.520569374
070300011201,2018,19.255703393,7.508371285,0.507564588
070300011201,2019,30.291061673,9.277830141,0.572212281
070300011202,2010,18.994121972,7.754037216,0.48520362
070300011202,2011,19.887575365,10.698480943,0.463940618
070300011202,2012,7.782381904,4.204249297,0.363137431
070300011202,2013,10.775474083,5.217408037,0.436193902
070300011202,2014,21.066448758,9.231041604,0.511044891
070300011202,2015,24.749138055,10.336517525,0.492288102
070300011202,2016,24.610566018,13.053727472,0.495251305
070300011202,2017,26.952460831,11.18195229,0.490496009
070300011202,2018,17.860819006,8.740998298,0.478635737
070300011202,2019,29.795968769,12.441774472,0.537051833
070300011203,2010,23.095220116,5.680018389,0.416255564
070300011203,2011,24.851550778,7.676741603,0.404581286
070300011203,2012,9.018101399,2.74083582,0.303889593
070300011203,2013,11.86537787,4.213842585,0.374424136
070300011203,2014,24.636605022,7.161879207,0.412010159
070300011203,2015,26.060741764,6.750442726,0.400380798
070300011203,2016,24.286083272,7.257308817,0.410015513
070300011203,2017,25.322380207,6.469288872,0.407944242
070300011203,2018,19.958081955,5.765368441,0.379311891
070300011203,2019,28.071032386,7.780891661,0.437181788
070300011205,2010,24.793394224,9.775655332,0.391496958
070300011205,2011,28.410088676,12.648538136,0.364743788
070300011205,2012,8.746094734,4.048297899,0.304292593
070300011205,2013,11.87969116,5.963617961,0.362379397
070300011205,2014,29.396924783,12.362050679,0.400224538
070300011205,2015,28.040864755,9.68507102,0.393060169
070300011205,2016,23.860201152,9.792193021,0.392176592
070300011205,2017,27.492401605,10.154608401,0.383944287
070300011205,2018,21.857139654,9.463073362,0.383690789
070300011205,2019,27.83899882,11.725503568,0.405637686
070300020101,2010,13.950021018,6.782302651,0.654595507
070300020101,2011,12.25158323,6.509765604,0.59815014
070300020101,2012,6.56977535,3.512916693,0.545335325
070300020101,2013,14.370952733,6.974916015,0.63410692
070300020101,2014,20.400526618,9.92865404,0.701825222
070300020101,2015,13.708958744,6.926001679,0.646006017
070300020101,2016,23.759917903,11.607553296,0.671225855
070300020101,2017,17.64092839,8.612407538,0.681074391
070300020101,2018,10.820204557,5.559163322,0.646943728
070300020101,2019,24.995721785,11.573812444,0.693215664
070300020102,2010,23.105875586,8.13286099,0.674672601
070300020102,2011,17.209015129,8.441550697,0.599825916
070300020102,2012,4.195061697,1.73651431,0.543347099
070300020102,2013,14.663173052,6.555746086,0.656058947
070300020102,2014,29.983739647,11.579679448,0.723644579
070300020102,2015,21.450499354,8.098101561,0.673841322
070300020102,2016,32.419126725,13.006431194,0.674741707
070300020102,2017,28.70608374,9.323410499,0.730640277
070300020102,2018,15.110081585,5.718951549,0.670487622
070300020102,2019,29.758659529,12.095681184,0.702299596
070300020103,2010,25.389240364,7.183634384,0.690211692
070300020103,2011,19.028681333,6.98055203,0.604438054
070300020103,2012,8.072604737,3.735629527,0.540948552
070300020103,2013,17.369574805,5.675388153,0.651527227
070300020103,2014,32.026763058,8.940843085,0.728116536
070300020103,2015,23.265043596,7.362925795,0.678720991
070300020103,2016,35.368767401,10.23109823,0.684409045
070300020103,2017,30.450360009,8.562448607,0.73110604
070300020103,2018,19.228640604,6.600494799,0.675539084
070300020103,2019,36.464385071,10.287503779,0.708154482
070300020104,2010,10.844140388,4.463259618,0.711659149
070300020104,2011,16.772736938,5.235743757,0.636781914
070300020104,2012,5.767488679,4.475780236,0.57110194
070300020104,2013,13.087809785,4.284247553,0.685426565
070300020104,2014,18.771226107,5.019208883,0.75086857
070300020104,2015,13.324544937,5.522449504,0.696841023
070300020104,2016,18.775626229,6.336491419,0.745122323
070300020104,2017,16.294774092,6.462568789,0.767485509
070300020104,2018,13.524263375,6.04365344,0.70918227
070300020104,2019,22.80048972,6.721437265,0.737463177
070300020105,2010,25.79995024,8.134713071,0.696453577
070300020105,2011,21.830867028,7.895095114,0.622558583
070300020105,2012,7.271713794,4.000443116,0.55421157
070300020105,2013,16.450311541,5.489328238,0.668347348
070300020105,2014,32.113543544,9.585481639,0.739821281
070300020105,2015,25.794015511,9.135575757,0.684135391
070300020105,2016,35.805228279,11.74976653,0.718823691
070300020105,2017,33.697315977,10.577028044,0.755013489
070300020105,2018,21.217294927,7.367283483,0.693790217
070300020105,2019,40.679752394,11.623207207,0.72715475
070300020106,2010,21.049519515,10.567567007,0.673327571
070300020106,2011,19.62358401,10.752139477,0.605866907
070300020106,2012,7.676137733,5.336700711,0.532406324
070300020106,2013,15.663658198,8.173118804,0.64522433
070300020106,2014,27.957000922,13.931125717,0.720412533
070300020106,2015,23.320836905,12.136246262,0.660785626
070300020106,2016,29.32354718,15.243886584,0.690665471
070300020106,2017,30.809749549,14.383750504,0.738680541
070300020106,2018,19.421086116,9.967589384,0.672190373
070300020106,2019,36.04516155,16.754693895,0.715903108
070300020201,2010,16.15677913,6.045514984,0.643727685
070300020201,2011,14.636579275,5.176850769,0.578610338
070300020201,2012,3.649084131,2.198608222,0.484628685
070300020201,2013,11.832922261,3.893836953,0.585155591
070300020201,2014,25.519524583,7.856512061,0.713223156
070300020201,2015,18.899946342,7.025202301,0.65859545
070300020201,2016,21.961647401,8.418890074,0.61745835
070300020201,2017,23.644375255,9.243283606,0.702364594
070300020201,2018,14.726233745,5.766593263,0.669096947
070300020201,2019,27.671023831,9.488802285,0.716840551
070300020202,2010,25.794732179,4.170896815,0.661583806
070300020202,2011,24.001664623,4.40261403,0.591349837
070300020202,2012,8.322714428,2.413236216,0.52040883
070300020202,2013,20.38694906,3.336658567,0.620100154
070300020202,2014,37.818571628,5.789290956,0.722663569
070300020202,2015,25.912841941,4.806597106,0.665434201
070300020202,2016,33.566624612,6.025129501,0.64795236
070300020202,2017,33.014432189,5.322272295,0.709503621
070300020202,2018,23.128836975,4.026967164,0.668608612
070300020202,2019,43.246183889,6.905031806,0.717268568
070300020203,2010,15.730032331,3.946235229,0.654992498
070300020203,2011,16.747355757,4.756519544,0.578662259
070300020203,2012,3.254180915,1.704819364,0.49938601
070300020203,2013,13.414112125,3.233572191,0.600548383
070300020203,2014,27.272174497,6.395618656,0.713940392
070300020203,2015,15.743577054,5.28672613,0.6435761
070300020203,2016,21.504181065,6.112149896,0.608337117
070300020203,2017,19.578818981,5.048455949,0.678203953
070300020203,2018,13.21481361,3.67210483,0.654154013
070300020203,2019,32.503978639,7.605097499,0.710564365
070300020204,2010,21.75241533,4.81798374,0.653668411
070300020204,2011,20.063204428,5.31452054,0.569260184
070300020204,2012,3.072189119,1.571119887,0.486897383
070300020204,2013,16.90432136,3.607559375,0.592636901
070300020204,2014,34.885928804,7.266116539,0.71070474
070300020204,2015,18.526042893,5.654736445,0.639540699
070300020204,2016,27.363619307,7.430936643,0.604441461
070300020204,2017,28.506454964,6.61441043,0.675747334
070300020204,2018,17.280342229,4.183362402,0.64866265
070300020204,2019,39.599457112,8.841426905,0.707975656
070300020205,2010,19.323813994,4.485546649,0.612568355
070300020205,2011,15.659873958,3.932026095,0.559575441
070300020205,2012,3.476398384,1.485022709,0.472534127
070300020205,2013,12.641458603,2.626598614,0.586607758
070300020205,2014,32.270227779,5.736096595,0.68689062
070300020205,2015,23.415962037,5.701427552,0.635987613
070300020205,2016,23.73982694,6.118377083,0.590891287
070300020205,2017,25.396900303,5.737131651,0.641338011
070300020205,2018,16.335418104,3.643087706,0.62678681
070300020205,2019,32.243335549,6.1601875,0.695184558
070300020206,2010,23.554185524,6.295465209,0.579421188
070300020206,2011,17.744313959,6.698693096,0.523395707
070300020206,2012,7.009406258,5.054696499,0.462016271
070300020206,2013,13.232675052,5.553925684,0.577852505
070300020206,2014,30.901633008,7.568829633,0.581165544
070300020206,2015,18.309184802,7.052655302,0.591304914
070300020206,2016,24.087615878,8.010162627,0.575343903
070300020206,2017,27.924380149,8.112499924,0.578648975
070300020206,2018,16.988145509,6.558378032,0.586843188
070300020206,2019,31.591005407,8.094604435,0.629064136
070300020207,2010,18.994839291,3.187707995,0.597583173
070300020207,2011,13.625706088,3.103268993,0.543487932
070300020207,2012,2.56325481,1.526547393,0.45920472
070300020207,2013,9.13045374,2.102199554,0.57078097
070300020207,2014,27.66292079,4.188465532,0.659954171
070300020207,2015,16.567257929,4.092741949,0.617641196
070300020207,2016,20.683812056,4.674929039,0.578538153
070300020207,2017,21.446031581,3.967838037,0.615400193
070300020207,2018,13.88430853,2.889400766,0.611166562
070300020207,2019,26.743583303,4.501557854,0.675971088
070300020301,2010,16.032510718,5.408819896,0.677959072
070300020301,2011,14.511365107,6.571703888,0.599346833
070300020301,2012,5.56944312,2.780667591,0.55168713
070300020301,2013,11.868978652,4.834753004,0.657801274
070300020301,2014,26.053831746,9.47467472,0.739051553
070300020301,2015,20.339655366,7.499563607,0.6909533
070300020301,2016,24.5103455,9.574098323,0.678642958
070300020301,2017,25.513021571,8.355675488,0.740659714
070300020301,2018,13.748828481,5.05582967,0.694349248
070300020301,2019,25.739684258,9.37626524,0.722495653
070300020302,2010,16.352221343,4.7947285,0.671170686
070300020302,2011,15.466534198,4.38239379,0.596598624
070300020302,2012,5.383913532,1.488768363,0.539207034
070300020302,2013,13.256442794,3.329378068,0.648718116
070300020302,2014,25.337006858,6.586317966,0.728234043
070300020302,2015,21.456731544,6.064876309,0.676563117
070300020302,2016,24.365822052,7.201571364,0.655971805
070300020302,2017,26.355800019,7.164840196,0.723767725
070300020302,2018,14.697447229,4.309991394,0.683200613
070300020302,2019,28.513239512,7.221988151,0.718926392
070300020303,2010,16.711283244,4.010881182,0.657808935
070300020303,2011,12.800746854,3.808961381,0.603004134
070300020303,2012,4.199788175,1.820340488,0.533677283
070300020303,2013,15.844906116,2.803321144,0.668988886
070300020303,2014,27.691305351,5.514633154,0.727167714
070300020303,2015,22.893959602,5.404539885,0.690847496
070300020303,2016,27.55742043,6.783127213,0.666183894
070300020303,2017,30.519696371,6.254222257,0.752857262
070300020303,2018,16.921466618,4.828994967,0.701355929
070300020303,2019,27.112084421,5.858068338,0.712536253
070300020304,2010,15.813613661,5.331979211,0.638620301
070300020304,2011,13.572363545,4.820287422,0.58468573
070300020304,2012,3.015608682,1.709580891,0.514157602
070300020304,2013,17.768827615,3.978939042,0.648229709
070300020304,2014,25.845068761,6.801932969,0.705515897
070300020304,2015,23.911779872,7.21086452,0.669957557
070300020304,2016,30.439786629,9.318897611,0.647603137
070300020304,2017,33.182218589,9.272880159,0.731655682
070300020304,2018,19.734085799,6.681733849,0.682738857
070300020304,2019,27.477452088,7.636764626,0.693077906
