huc12_id,year,pscutot_mgd
020401010305,2010,0.0
020401010305,2011,0.0
020401010305,2012,0.0
020401010305,2013,0.0
020401010305,2014,0.0
020401010305,2015,0.0
020401010305,2016,0.0
020401010305,2017,0.0
020401010305,2018,0.0
020401010305,2019,0.0
020401010305,2020,0.0
020401010307,2010,0.007725926
020401010307,2011,0.007545964
020401010307,2012,0.008507386
020401010307,2013,0.008075943
020401010307,2014,0.00774954
020401010307,2015,0.007035464
020401010307,2016,0.007838852
020401010307,2017,0.00708689
020401010307,2018,0.006572801
020401010307,2019,0.007283972
020401010307,2020,0.007246035
020401010401,2010,0.0
020401010401,2011,0.0
020401010401,2012,0.0
020401010401,2013,0.0
020401010401,2014,0.0
020401010401,2015,0.0
020401010401,2016,0.0
020401010401,2017,0.0
020401010401,2018,0.0
020401010401,2019,0.0
020401010401,2020,0.0
020401010402,2010,0.0
020401010402,2011,0.0
020401010402,2012,0.0
020401010402,2013,0.0
020401010402,2014,0.0
020401010402,2015,0.0
020401010402,2016,0.0
020401010402,2017,0.0
020401010402,2018,0.0
020401010402,2019,0.0
020401010402,2020,0.0
020401010403,2010,3.3017e-05
020401010403,2011,3.2248e-05
020401010403,2012,3.6356e-05
020401010403,2013,3.4513e-05
020401010403,2014,3.3118e-05
020401010403,2015,3.0066e-05
020401010403,2016,3.3499e-05
020401010403,2017,3.0286e-05
020401010403,2018,2.8089e-05
020401010403,2019,3.1128e-05
020401010403,2020,3.0966e-05
020401010405,2010,0.0
020401010405,2011,0.0
020401010405,2012,0.0
020401010405,2013,0.0
020401010405,2014,0.0
020401010405,2015,0.0
020401010405,2016,0.0
020401010405,2017,0.0
020401010405,2018,0.0
020401010405,2019,0.0
020401010405,2020,0.0
020401010406,2010,0.0
020401010406,2011,0.0
020401010406,2012,0.0
020401010406,2013,0.0
020401010406,2014,0.0
020401010406,2015,0.0
020401010406,2016,0.0
020401010406,2017,0.0
020401010406,2018,0.0
020401010406,2019,0.0
020401010406,2020,0.0
020401010501,2010,0.005002105
020401010501,2011,0.004947334
020401010501,2012,0.004902494
020401010501,2013,0.004693564
020401010501,2014,0.004587013
020401010501,2015,0.005655218
020401010501,2016,0.006056778
020401010501,2017,0.005606898
020401010501,2018,0.004895606
020401010501,2019,0.005524882
020401010501,2020,0.005087542
020401010506,2010,0.000296421
020401010506,2011,0.000293175
020401010506,2012,0.000290518
020401010506,2013,0.000278137
020401010506,2014,0.000271823
020401010506,2015,0.000335124
020401010506,2016,0.00035892
020401010506,2017,0.000332261
020401010506,2018,0.00029011
020401010506,2019,0.0003274
020401010506,2020,0.000301484
020401010601,2010,0.0
020401010601,2011,0.0
020401010601,2012,0.0
020401010601,2013,0.0
020401010601,2014,0.0
020401010601,2015,0.0
020401010601,2016,0.0
020401010601,2017,0.0
020401010601,2018,0.0
020401010601,2019,0.0
020401010601,2020,0.0
020401010602,2010,5.4065e-05
020401010602,2011,5.0183e-05
020401010602,2012,5.4751e-05
020401010602,2013,5.4115e-05
020401010602,2014,5.2842e-05
020401010602,2015,5.258e-05
020401010602,2016,5.5473e-05
020401010602,2017,5.1455e-05
020401010602,2018,4.7172e-05
020401010602,2019,5.2817e-05
020401010602,2020,5.076e-05
020401010604,2010,0.01465514
020401010604,2011,0.020623265
020401010604,2012,0.022669599
020401010604,2013,0.019414464
020401010604,2014,0.018539879
020401010604,2015,0.016980051
020401010604,2016,0.016624169
020401010604,2017,0.016415622
020401010604,2018,0.015467767
020401010604,2019,0.01524737
020401010604,2020,0.015389587
020401010605,2010,0.000360189
020401010605,2011,0.000349094
020401010605,2012,0.000364542
020401010605,2013,0.00037501
020401010605,2014,0.000373447
020401010605,2015,0.000327903
020401010605,2016,0.000325523
020401010605,2017,0.000302546
020401010605,2018,0.00026998
020401010605,2019,0.00030495
020401010605,2020,0.00029571
020401010606,2010,0.003606223
020401010606,2011,0.003513842
020401010606,2012,0.003597201
020401010606,2013,0.00379931
020401010606,2014,0.003827905
020401010606,2015,0.003178559
020401010606,2016,0.003085144
020401010606,2017,0.002869111
020401010606,2018,0.002552989
020401010606,2019,0.002874192
020401010606,2020,0.002802456
020401030101,2010,0.0
020401030101,2011,0.0
020401030101,2012,0.0
020401030101,2013,0.0
020401030101,2014,0.0
020401030101,2015,0.0
020401030101,2016,0.0
020401030101,2017,0.0
020401030101,2018,0.0
020401030101,2019,0.0
020401030101,2020,0.0
020401030102,2010,0.013718757
020401030102,2011,0.012375245
020401030102,2012,0.013977075
020401030102,2013,0.013754709
020401030102,2014,0.012749958
020401030102,2015,0.012734393
020401030102,2016,0.012785919
020401030102,2017,0.007839622
020401030102,2018,0.008558662
020401030102,2019,0.008437667
020401030102,2020,0.008139179
020401030103,2010,0.007690091
020401030103,2011,0.006924423
020401030103,2012,0.007945639
020401030103,2013,0.007530019
020401030103,2014,0.007260109
020401030103,2015,0.007422695
020401030103,2016,0.007629123
020401030103,2017,0.006426401
020401030103,2018,0.005980749
020401030103,2019,0.006492493
020401030103,2020,0.006402063
020401030201,2010,0.0
020401030201,2011,0.0
020401030201,2012,0.0
020401030201,2013,0.0
020401030201,2014,0.0
020401030201,2015,0.0
020401030201,2016,0.0
020401030201,2017,0.0
020401030201,2018,0.0
020401030201,2019,0.0
020401030201,2020,0.0
020401030202,2010,8.5735e-05
020401030202,2011,8.1325e-05
020401030202,2012,8.9827e-05
020401030202,2013,8.6956e-05
020401030202,2014,8.526e-05
020401030202,2015,8.613e-05
020401030202,2016,8.9337e-05
020401030202,2017,8.1844e-05
020401030202,2018,7.4593e-05
020401030202,2019,8.3636e-05
020401030202,2020,7.7545e-05
020401030203,2010,0.01331112
020401030203,2011,0.012177629
020401030203,2012,0.013178433
020401030203,2013,0.012867741
020401030203,2014,0.012041174
020401030203,2015,0.012077975
020401030203,2016,0.012587851
020401030203,2017,0.010765958
020401030203,2018,0.009933522
020401030203,2019,0.010832177
020401030203,2020,0.010649469
020401030301,2010,2.7418e-05
020401030301,2011,2.4979e-05
020401030301,2012,3.1852e-05
020401030301,2013,4.4654e-05
020401030301,2014,4.1149e-05
020401030301,2015,3.5809e-05
020401030301,2016,3.2494e-05
020401030301,2017,2.7967e-05
020401030301,2018,2.1267e-05
020401030301,2019,2.4974e-05
020401030301,2020,2.6658e-05
020401030302,2010,0.005616069
020401030302,2011,0.00518816
020401030302,2012,0.006131112
020401030302,2013,0.006638996
020401030302,2014,0.006316793
020401030302,2015,0.00591408
020401030302,2016,0.005881914
020401030302,2017,0.004970207
020401030302,2018,0.004538097
020401030302,2019,0.004847964
020401030302,2020,0.004941079
020401030401,2010,0.001847618
020401030401,2011,0.001746817
020401030401,2012,0.001674985
020401030401,2013,0.001627835
020401030401,2014,0.001574152
020401030401,2015,0.001655679
020401030401,2016,0.001728556
020401030401,2017,0.001571726
020401030401,2018,0.001432268
020401030401,2019,0.001604511
020401030401,2020,0.001548938
020401030402,2010,0.005476577
020401030402,2011,0.005058764
020401030402,2012,0.005524828
020401030402,2013,0.005301163
020401030402,2014,0.005230233
020401030402,2015,0.015632587
020401030402,2016,0.016431375
020401030402,2017,0.015007962
020401030402,2018,0.013910913
020401030402,2019,0.015537573
020401030402,2020,0.015119747
020401030501,2010,6.2648e-05
020401030501,2011,5.9149e-05
020401030501,2012,6.6761e-05
020401030501,2013,6.498e-05
020401030501,2014,6.3616e-05
020401030501,2015,5.734e-05
020401030501,2016,5.6017e-05
020401030501,2017,5.4726e-05
020401030501,2018,4.9059e-05
020401030501,2019,5.4955e-05
020401030501,2020,5.429e-05
020401030502,2010,0.000644024
020401030502,2011,0.000639977
020401030502,2012,0.00067684
020401030502,2013,0.000636891
020401030502,2014,0.000626236
020401030502,2015,0.0006155
020401030502,2016,0.000621109
020401030502,2017,0.000550873
020401030502,2018,0.00049789
020401030502,2019,0.000669613
020401030502,2020,0.000661761
020401030503,2010,0.000443865
020401030503,2011,0.000420408
020401030503,2012,0.000504335
020401030503,2013,0.0004894
020401030503,2014,0.000447903
020401030503,2015,0.000459587
020401030503,2016,0.000472779
020401030503,2017,0.000458081
020401030503,2018,0.000418111
020401030503,2019,0.000459378
020401030503,2020,0.000450099
020401030504,2010,0.027614243
020401030504,2011,0.025210962
020401030504,2012,0.032085176
020401030504,2013,0.044093177
020401030504,2014,0.040674233
020401030504,2015,0.035563978
020401030504,2016,0.03250623
020401030504,2017,0.027994297
020401030504,2018,0.021473675
020401030504,2019,0.02514886
020401030504,2020,0.026760249
020401030505,2010,0.027314207
020401030505,2011,0.025789903
020401030505,2012,0.028823645
020401030505,2013,0.027595754
020401030505,2014,0.026350842
020401030505,2015,0.026883461
020401030505,2016,0.027057058
020401030505,2017,0.024402889
020401030505,2018,0.022346595
020401030505,2019,0.025028962
020401030505,2020,0.024645207
020401030601,2010,0.039097262
020401030601,2011,0.035296944
020401030601,2012,0.040766365
020401030601,2013,0.038806671
020401030601,2014,0.037367371
020401030601,2015,0.037758313
020401030601,2016,0.038841008
020401030601,2017,0.032264692
020401030601,2018,0.030633977
020401030601,2019,0.03265619
020401030601,2020,0.032217563
020401030602,2010,0.002015265
020401030602,2011,0.001975489
020401030602,2012,0.002261723
020401030602,2013,0.002096291
020401030602,2014,0.002011512
020401030602,2015,0.00209271
020401030602,2016,0.002164618
020401030602,2017,0.002026186
020401030602,2018,0.001798727
020401030602,2019,0.002038909
020401030602,2020,0.002139603
020401030603,2010,0.004662995
020401030603,2011,0.004468026
020401030603,2012,0.004783262
020401030603,2013,0.004905258
020401030603,2014,0.004823569
020401030603,2015,0.004394774
020401030603,2016,0.004382995
020401030603,2017,0.004036752
020401030603,2018,0.003619229
020401030603,2019,0.004019193
020401030603,2020,0.003948765
020401040401,2010,0.012884371
020401040401,2011,0.016728134
020401040401,2012,0.022509653
020401040401,2013,0.022316612
020401040401,2014,0.015786485
020401040401,2015,0.012667062
020401040401,2016,0.013002282
020401040401,2017,0.016875623
020401040401,2018,0.014308505
020401040401,2019,0.013838625
020401040401,2020,0.014334488
020401040402,2010,0.014524262
020401040402,2011,0.013765041
020401040402,2012,0.015699028
020401040402,2013,0.015160953
020401040402,2014,0.014823074
020401040402,2015,0.015273131
020401040402,2016,0.015549206
020401040402,2017,0.014581485
020401040402,2018,0.013365009
020401040402,2019,0.015067742
020401040402,2020,0.014981768
020401040403,2010,0.001155761
020401040403,2011,0.001096098
020401040403,2012,0.001221578
020401040403,2013,0.001192184
020401040403,2014,0.001140047
020401040403,2015,0.0011776
020401040403,2016,0.001190915
020401040403,2017,0.001112374
020401040403,2018,0.001010025
020401040403,2019,0.001135879
020401040403,2020,0.001121044
020401040504,2010,0.001209825
020401040504,2011,0.001150155
020401040504,2012,0.001240441
020401040504,2013,0.001223666
020401040504,2014,0.001169192
020401040504,2015,0.001240014
020401040504,2016,0.001217666
020401040504,2017,0.001135573
020401040504,2018,0.001031872
020401040504,2019,0.001203053
020401040504,2020,0.001197888
020401040505,2010,0.203945918
020401040505,2011,0.197737836
020401040505,2012,0.217733154
020401040505,2013,0.216019403
020401040505,2014,0.207346185
020401040505,2015,0.213831128
020401040505,2016,0.211091894
020401040505,2017,0.203897403
020401040505,2018,0.180322586
020401040505,2019,0.204613898
020401040505,2020,0.21258136
020401040601,2010,0.0
020401040601,2011,0.0
020401040601,2012,0.0
020401040601,2013,0.0
020401040601,2014,0.0
020401040601,2015,0.0
020401040601,2016,0.0
020401040601,2017,0.0
020401040601,2018,0.0
020401040601,2019,0.0
020401040601,2020,0.0
020401040602,2010,0.018327716
020401040602,2011,0.023795379
020401040602,2012,0.032019455
020401040602,2013,0.031744858
020401040602,2014,0.022455905
020401040602,2015,0.018018599
020401040602,2016,0.018495442
020401040602,2017,0.024005178
020401040602,2018,0.020353513
020401040602,2019,0.01968512
020401040602,2020,0.020390474
020401040603,2010,0.0
020401040603,2011,0.0
020401040603,2012,0.0
020401040603,2013,0.0
020401040603,2014,0.0
020401040603,2015,0.0
020401040603,2016,0.0
020401040603,2017,0.0
020401040603,2018,0.0
020401040603,2019,0.0
020401040603,2020,0.0
020401040604,2010,0.040218862
020401040604,2011,0.037566893
020401040604,2012,0.048794014
020401040604,2013,0.047430639
020401040604,2014,0.046646791
020401040604,2015,0.052020716
020401040604,2016,0.056175439
020401040604,2017,0.050239584
020401040604,2018,0.045119363
020401040604,2019,0.045223454
020401040604,2020,0.051026544
020401040605,2010,0.019344183
020401040605,2011,0.017167897
020401040605,2012,0.020410045
020401040605,2013,0.019666805
020401040605,2014,0.019374249
020401040605,2015,0.020102012
020401040605,2016,0.020467304
020401040605,2017,0.018959859
020401040605,2018,0.016977077
020401040605,2019,0.018861898
020401040605,2020,0.018934815
020401040606,2010,0.014193077
020401040606,2011,0.013208505
020401040606,2012,0.014882486
020401040606,2013,0.014193488
020401040606,2014,0.01374159
020401040606,2015,0.014519798
020401040606,2016,0.014683053
020401040606,2017,0.013842832
020401040606,2018,0.013053394
020401040606,2019,0.014232531
020401040606,2020,0.014530312
020401040701,2010,0.013288737
020401040701,2011,0.013009195
020401040701,2012,0.014544234
020401040701,2013,0.014254298
020401040701,2014,0.013571651
020401040701,2015,0.013578504
020401040701,2016,0.013984128
020401040701,2017,0.012731083
020401040701,2018,0.012006476
020401040701,2019,0.013766758
020401040701,2020,0.013722853
020401040702,2010,0.041004838
020401040702,2011,0.038809324
020401040702,2012,0.04424493
020401040702,2013,0.042739272
020401040702,2014,0.041836203
