huc12_id,year,pscutot_mgd
041000010301,2010,1.067045799
041000010301,2011,0.977528647
041000010301,2012,1.246855042
041000010301,2013,1.15988452
041000010301,2014,1.096078846
041000010301,2015,0.989137974
041000010301,2016,1.024303484
041000010301,2017,0.997537728
041000010301,2018,0.95925463
041000010301,2019,1.003006008
041000010301,2020,1.028251198
041000010302,2010,0.365681224
041000010302,2011,0.335003308
041000010302,2012,0.427302632
041000010302,2013,0.397497457
041000010302,2014,0.375630976
041000010302,2015,0.338981875
041000010302,2016,0.351033248
041000010302,2017,0.341860507
041000010302,2018,0.328740723
041000010302,2019,0.34373451
041000010302,2020,0.352386146
041000010303,2010,0.0
041000010303,2011,0.0
041000010303,2012,0.0
041000010303,2013,0.0
041000010303,2014,0.0
041000010303,2015,0.0
041000010303,2016,0.0
041000010303,2017,0.0
041000010303,2018,0.0
041000010303,2019,0.0
041000010303,2020,0.0
041000010304,2010,0.007668264
041000010304,2011,0.005797673
041000010304,2012,0.010174789
041000010304,2013,0.009403705
041000010304,2014,0.009157609
041000010304,2015,0.008984034
041000010304,2016,0.009187996
041000010304,2017,0.008850096
041000010304,2018,0.008065007
041000010304,2019,0.007941678
041000010304,2020,0.00821367
041000010305,2010,0.027970484
041000010305,2011,0.02562397
041000010305,2012,0.032683826
041000010305,2013,0.030404066
041000010305,2014,0.028731527
041000010305,2015,0.025928285
041000010305,2016,0.026850079
041000010305,2017,0.026148468
041000010305,2018,0.025144953
041000010305,2019,0.026291808
041000010305,2020,0.02695356
041000010306,2010,0.188772607
041000010306,2011,0.172935999
041000010306,2012,0.220582919
041000010306,2013,0.205196839
041000010306,2014,0.193908886
041000010306,2015,0.174989822
041000010306,2016,0.181211003
041000010306,2017,0.176475835
041000010306,2018,0.169703117
041000010306,2019,0.177443236
041000010306,2020,0.181909399
041000010307,2010,0.499226205
041000010307,2011,0.457344865
041000010307,2012,0.583351448
041000010307,2013,0.542661569
041000010307,2014,0.512809557
041000010307,2015,0.462776385
041000010307,2016,0.47922886
041000010307,2017,0.46670628
041000010307,2018,0.448795215
041000010307,2019,0.469264659
041000010307,2020,0.48107583
041000010308,2010,1.377236587
041000010308,2011,1.261696751
041000010308,2012,1.609316474
041000010308,2013,1.497063574
041000010308,2014,1.414709557
041000010308,2015,1.276680915
041000010308,2016,1.322069059
041000010308,2017,1.287522483
041000010308,2018,1.238110468
041000010308,2019,1.294580394
041000010308,2020,1.327164374
041000010309,2010,0.423311684
041000010309,2011,0.387799004
041000010309,2012,0.494644474
041000010309,2013,0.460142077
041000010309,2014,0.434829492
041000010309,2015,0.392404583
041000010309,2016,0.406355223
041000010309,2017,0.395736881
041000010309,2018,0.380549451
041000010309,2019,0.397906222
041000010309,2020,0.407921335
041000020301,2010,0.007590399
041000020301,2011,0.006240083
041000020301,2012,0.009577665
041000020301,2013,0.009030014
041000020301,2014,0.008331241
041000020301,2015,0.007757285
041000020301,2016,0.008475804
041000020301,2017,0.009124429
041000020301,2018,0.007840621
041000020301,2019,0.007797376
041000020301,2020,0.008304114
041000020303,2010,0.0
041000020303,2011,0.0
041000020303,2012,0.0
041000020303,2013,0.0
041000020303,2014,0.0
041000020303,2015,0.0
041000020303,2016,0.0
041000020303,2017,0.0
041000020303,2018,0.0
041000020303,2019,0.0
041000020303,2020,0.0
041000020304,2010,0.0
041000020304,2011,0.0
041000020304,2012,0.0
041000020304,2013,0.0
041000020304,2014,0.0
041000020304,2015,0.0
041000020304,2016,0.0
041000020304,2017,0.0
041000020304,2018,0.0
041000020304,2019,0.0
041000020304,2020,0.0
041000030104,2010,0.0
041000030104,2011,0.0
041000030104,2012,0.0
041000030104,2013,0.0
041000030104,2014,0.0
041000030104,2015,0.0
041000030104,2016,0.0
041000030104,2017,0.0
041000030104,2018,0.0
041000030104,2019,0.0
041000030104,2020,0.0
041000030106,2010,0.016540516
041000030106,2011,0.015744109
041000030106,2012,0.02364713
041000030106,2013,0.017320631
041000030106,2014,0.014224925
041000030106,2015,0.013811073
041000030106,2016,0.014319432
041000030106,2017,0.014667918
041000030106,2018,0.012027534
041000030106,2019,0.015724022
041000030106,2020,0.013457724
041000030204,2010,0.0
041000030204,2011,0.0
041000030204,2012,0.0
041000030204,2013,0.0
041000030204,2014,0.0
041000030204,2015,0.0
041000030204,2016,0.0
041000030204,2017,0.0
041000030204,2018,0.0
041000030204,2019,0.0
041000030204,2020,0.0
041000030301,2010,0.0
041000030301,2011,0.0
041000030301,2012,0.0
041000030301,2013,0.0
041000030301,2014,0.0
041000030301,2015,0.0
041000030301,2016,0.0
041000030301,2017,0.0
041000030301,2018,0.0
041000030301,2019,0.0
041000030301,2020,0.0
041000030302,2010,0.0
041000030302,2011,0.0
041000030302,2012,0.0
041000030302,2013,0.0
041000030302,2014,0.0
041000030302,2015,0.0
041000030302,2016,0.0
041000030302,2017,0.0
041000030302,2018,0.0
041000030302,2019,0.0
041000030302,2020,0.0
041000030303,2010,0.0
041000030303,2011,0.0
041000030303,2012,0.0
041000030303,2013,0.0
041000030303,2014,0.0
041000030303,2015,0.0
